ลำดับที่,Client,Location,Project Name,Brand, QT No.,Business Unit,Project Type,Preriod,Remark, Cost to Cost method ©,Final actual margin(%) ,Total Revenue 2021,Actual Cost (A),Final actual margin(จำนวน) ,,
926,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.,Maybelline,QT20100039,BU1A,Logistic,Jan - Dec 21,,,,,, 0.00 ,,
927,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.on Jan 21,Maybelline,QT20100039.1,BU1A,Logistic,on Jan 21,, 100.00 , 34.40 ," 12,960.00 "," 8,501.84 "," 4,458.16 ",,
928,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.on Feb 21,Maybelline,QT20100039.2,BU1A,Logistic,on Feb 21,, 100.00 , 34.54 ," 12,960.00 "," 8,484.15 "," 4,475.85 ",,
929,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.on Mar 21,Maybelline,QT20100039.3,BU1A,Logistic,on Mar 21,, 100.00 , 34.41 ," 12,960.00 "," 8,500.87 "," 4,459.13 ",,
930,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.on April 21,Maybelline,QT20100039.4,BU1A,Logistic,on April 21,, 100.00 , 32.56 ," 12,960.00 "," 8,739.61 "," 4,220.39 ",,
931,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.on May 21,Maybelline,QT20100039.5,BU1A,Logistic,on May 21,, 100.00 , 34.45 ," 12,960.00 "," 8,495.46 "," 4,464.54 ",,
932,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.(JUNE),Maybelline,QT20100039.6,BU1A,Logistic,1 Jun 21,, 100.00 , 34.50 ," 12,960.00 "," 8,488.66 "," 4,471.34 ",,
933,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.(JULY),Maybelline,QT20100039.7,BU1A,Logistic,1 Jul 21,, 100.00 , 34.47 ," 12,960.00 "," 8,492.17 "," 4,467.83 ",,
934,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.(AUGUST),Maybelline,QT20100039.8,BU1A,Logistic,1 Aug 21,, 100.00 , 50.07 ," 12,960.00 "," 6,471.18 "," 6,488.82 ",,
935,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.(SEPTEMBER),Maybelline,QT20100039.9,BU1A,Logistic,21 Sep 24,, 100.00 , 50.39 ," 12,960.00 "," 6,429.16 "," 6,530.84 ",,
936,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.(OCTOBER) (QT20100039.10),Maybelline,QT20100039.10,BU1A,Logistic,1-31 Oct 21,, 100.00 , 34.51 ," 12,960.00 "," 8,487.02 "," 4,472.98 ",,
937,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.(NOVEMBER),Maybelline,QT20100039.11,BU1A,Logistic,1-30 Nov 21,, 100.00 , 34.47 ," 12,960.00 "," 8,492.10 "," 4,467.90 ",,
938,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse Maybelline 2021 _ 80 SQM.(DECEMBER),Maybelline,QT20100039.12,BU1A,Logistic,1-31 Dec 2021,, 100.00 , 34.51 ," 12,960.00 "," 8,487.84 "," 4,472.16 ",,
940,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.on Jan 21,L'Oreal,QT20100040.1,BU1A,Logistic,on Jan 21,, 100.00 , 43.77 ," 37,800.00 "," 21,254.60 "," 16,545.40 ",,
941,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.on Feb 21,L'Oreal,QT20100040.2,BU1A,Logistic,on Feb 21,, 100.00 , 43.89 ," 37,800.00 "," 21,210.37 "," 16,589.63 ",,
942,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.on Mar 21,L'Oreal,QT20100040.3,BU1A,Logistic,on Mar 21,, 100.00 , 43.78 ," 37,800.00 "," 21,251.58 "," 16,548.42 ",,
943,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.on April 21,L'Oreal,QT20100040.4,BU1A,Logistic,on April 21,, 100.00 , 42.20 ," 37,800.00 "," 21,848.41 "," 15,951.59 ",,
944,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.on May 21,L'Oreal,QT20100040.5,BU1A,Logistic,on May 21,, 100.00 , 43.81 ," 37,800.00 "," 21,238.06 "," 16,561.94 ",,
945,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(JUNE),L'oreal,QT20100040.6,BU1A,Logistic,1 Jun 21,, 100.00 , 43.86 ," 37,800.00 "," 21,221.06 "," 16,578.94 ",,
946,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(JULY),L'Oreal,QT20100040.7,BU1A,Logistic,1 Jul 21,, 100.00 , 43.84 ," 37,800.00 "," 21,229.82 "," 16,570.18 ",,
947,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(AUGUST),L'Oreal,QT20100040.8,BU1A,Logistic,1 Aug 21,, 100.00 , 57.20 ," 37,800.00 "," 16,177.48 "," 21,622.52 ",,
948,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(SEPTEMBER),L'Oreal,QT20100040.9,BU1A,Logistic,21 Sep 24,, 100.00 , 57.48 ," 37,800.00 "," 16,072.89 "," 21,727.11 ",,
949,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(OCTOBER) (QT20100040.10),L'Oreal,QT20100040.10,BU1A,Logistic,1-31 Oct 21,, 100.00 , 43.87 ," 37,800.00 "," 21,217.54 "," 16,582.46 ",,
950,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(NOVEMBER),L'Oreal,QT20100040.11,BU1A,Logistic,1-30 Nov 21,, 100.00 , 43.84 ," 37,800.00 "," 21,230.25 "," 16,569.75 ",,
951,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse loreal paris 2021 (DERMO / LMU/HAIR CARE) 200 SQM.(DECEMBER),L'Oreal,QT20100040.12,BU1A,Logistic,1-31 Dec 2021,, 100.00 , 43.86 ," 37,800.00 "," 21,219.59 "," 16,580.41 ",,
952,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse L'oreal professional,L'Oreal,QT21040048,BU1A,Logistic,July - Dec 21,,,, 0.00 ,,,,
953,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse L'oreal professional(JULY 2021)50 SQM.,L'Oreal,QT21040048.1,BU1A,Logistic,1 Jul 21,, 100.00 , 50.85 ," 10,800.00 "," 5,307.76 "," 5,492.24 ",,
954,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse L'oreal professional(AUGUST 2021)50 SQM.,L'Oreal,QT21040048.2,BU1A,Logistic,1 Aug 21,, 100.00 , 62.55 ," 10,800.00 "," 4,044.61 "," 6,755.39 ",,
955,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse L'oreal professional(SEPTEMBER 2021)50 SQM.,L'Oreal,QT21040048.3,BU1A,Logistic,21 Sep 24,, 100.00 , 62.79 ," 10,800.00 "," 4,018.23 "," 6,781.77 ",,
956,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse L'oreal professional(OCTORBER 2021)50 SQM. (QT21040048.4),L'Oreal,QT21040048.4,BU1A,Logistic,1-31 Oct 21,, 100.00 , 50.89 ," 10,800.00 "," 5,304.38 "," 5,495.62 ",,
957,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse L'oreal professional(NOVEMBER 2021)50 SQM.,L'Oreal,QT21040048.5,BU1A,Logistic,1-30 Nov 21,, 100.00 , 50.86 ," 10,800.00 "," 5,307.55 "," 5,492.45 ",,
958,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse L'oreal professional(DECEMBER 2021)50 SQM.,L'Oreal,QT21040048.6,BU1A,Logistic,1-31 Dec 2021,, 100.00 , 50.88 ," 10,800.00 "," 5,304.90 "," 5,495.10 ",,
960,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM. on Jan 21,L'Oreal,QT20100041.1,BU1A,Logistic,on Jan 21,, 100.00 , 34.40 ," 24,300.00 "," 15,940.95 "," 8,359.05 ",,
961,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM. on Feb 21,L'Oreal,QT20100041.2,BU1A,Logistic,on Feb 21,, 100.00 , 34.54 ," 24,300.00 "," 15,907.78 "," 8,392.22 ",,
962,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM. on Mar 21,L'Oreal,QT20100041.3,BU1A,Logistic,on Mar 21,, 100.00 , 34.41 ," 24,300.00 "," 15,938.39 "," 8,361.61 ",,
963,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM. on April 21,L'Oreal,QT20100041.4,BU1A,Logistic,on April 21,, 100.00 , 32.57 ," 24,300.00 "," 16,386.00 "," 7,914.00 ",,
964,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM. on May 21,L'Oreal,QT20100041.5,BU1A,Logistic,on May 21,, 100.00 , 34.45 ," 24,300.00 "," 15,928.24 "," 8,371.76 ",,
965,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM.(JUNE),L'oreal,QT20100041.6,BU1A,Logistic,1 Jun 21,, 100.00 , 34.50 ," 24,300.00 "," 15,915.49 "," 8,384.51 ",,
966,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM.(JULY),L'Oreal,QT20100041.7,BU1A,Logistic,1 Jul 21,, 100.00 , 34.48 ," 24,300.00 "," 15,922.06 "," 8,377.94 ",,
967,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM.(AUGUST),L'Oreal,QT20100041.8,BU1A,Logistic,1 Aug 21,, 100.00 , 50.07 ," 24,300.00 "," 12,132.88 "," 12,167.12 ",,
968,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM.(SEPTEMBER),L'Oreal,QT20100041.9,BU1A,Logistic,21 Sep 24,, 100.00 , 50.39 ," 24,300.00 "," 12,054.67 "," 12,245.33 ",,
969,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM.(OCTOBER) (QT20100041.10),L'Oreal,QT20100041.10,BU1A,Logistic,1-31 Oct 21,, 100.00 , 34.51 ," 24,300.00 "," 15,913.15 "," 8,386.85 ",,
970,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM.(NOVEMBER),L'Oreal,QT20100041.11,BU1A,Logistic,1-30 Nov 21,, 100.00 , 34.47 ," 24,300.00 "," 15,922.69 "," 8,377.31 ",,
971,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Warehouse ACD 2021 _ 150 SQM.(DECEMBER),L'Oreal,QT20100041.12,BU1A,Logistic,1-31 Dec 2021,, 100.00 , 34.51 ," 24,300.00 "," 15,914.69 "," 8,385.31 ",,
972,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP-Logistic Booth at Watson Lotus Sukumvit,La Roche-Posay,QT21100073,BU1A,Logistic,4-30 Nov 21,, 100.00 , 82.85 ," 2,916.00 ", 500.00 ," 2,416.00 ",,
973,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP-Logistic Booth at Big C  Mega Bangna,La Roche-Posay,QT21110017,BU1A,Logistic,9-30 Nov 21,ใช๋ cost ร่วมQT21100073,, 100.00 ," 2,916.00 ", 0.00 ," 2,916.00 ",,
974,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP-Logistic Booth at Watsons Siam Square 2 (Nov 21),La Roche-Posay,QT21110057,BU1A,Logistic,23 Nov 21,, 100.00 , 67.32 ," 1,836.00 ", 600.00 ," 1,236.00 ",,
975,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP Logistic Booth at Medpark Hospital Dec 21,La Roche-Posay,QT21110073,BU1A,Logistic,1 Dec 21 - 31 Jan 22,, 100.00 , 36.00 ," 3,104.22 "," 1,986.63 "," 1,117.59 ",,
976,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,La Roche-Posay Booth Logistic - November 2020 (Additional 1) (QT20100076),La Roche-Posay,QT20100076,BU1A,Logistic,21 Nov - 3 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
977,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Maybelline Logistic Booth Logistic -January 2021  (QT20120064),Maybelline,QT20120064,BU1A,Logistic,21 Jan 24,, 100.00 , 47.05 ," 20,436.00 "," 10,820.00 "," 9,616.00 ",,
978,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,L'Oreal Booth Logistic -January 2021 (QT20120065),L'Oreal,QT20120065,BU1A,Logistic,21 Jan 24,, 100.00 , 45.26 ," 2,959.20 "," 1,620.00 "," 1,339.20 ",,
979,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Vichy Booth Logistic at Watson(Jan) (QT21010063),Vichy,QT21010063,BU1A,Logistic,29-31 Jan 21,, 100.00 , 8.02 ," 17,496.00 "," 16,093.55 "," 1,402.45 ",,
980,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,L'Oreal ทำลายโครงสร้าง,L'Oreal,QT21020006,BU1A,Event,21 Feb 24,, 100.00 , 68.01 ," 17,874.00 "," 5,717.14 "," 12,156.86 ",,
981,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,La roche posay Logistic at รพ.วิมุต,La Roche-Posay,QT21020008,BU1A,Logistic,"18,24 Feb 21",, 100.00 , 48.56 ," 5,832.00 "," 3,000.00 "," 2,832.00 ",,
982,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Loreal-Transportation (QT21020046),L'Oreal,QT21020046,BU1A,Logistic,21 Mar 24,, 100.00 , 43.52 ," 5,995.00 "," 3,386.00 "," 2,609.00 ",,
983,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Maybelline - Logistic at Watsons Robison Srisaman (QT21030013),L'Oreal,QT21030013,BU1A,Logistic,10-24 Mar 21,, 0.00 , 100.00 ," 2,916.00 ", 0.00 ," 2,916.00 ",,
984,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP - Logistic booth รพ.รามาธิบดี(Mar) (QT21030019.1),L'Oreal,QT21030019,BU1A,Logistic,19-25 Mar 21,, 100.00 , 88.18 ," 2,916.00 ", 344.76 ," 2,571.24 ",,
985,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,ACD - Counter production (QT21030128),L'Oreal,QT21030128,BU1A,Booth & Roadshow,29 Mar 21,, 100.00 , 56.10 ," 7,290.00 "," 3,200.00 "," 4,090.00 ",,
986,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP - Transportation for pick up small counter at บ้านแพ้ว (QT21030074),L'Oreal,QT21030074,BU1A,Logistic,30 Mar 21,, 100.00 , 31.41 ," 2,916.00 "," 2,000.00 ", 916.00 ,,
987,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,CRV - Logistic small counter at Big C ราชดำริ (QT21030101),L'Oreal,QT21030101,BU1A,Logistic,24-31 Mar 2021,, 100.00 , 67.42 ," 5,832.00 "," 1,900.00 "," 3,932.00 ",,
988,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP Booth Animation Logistic(Apr) (QT21030129),La Roche-Posay,QT21030129,BU1A,Logistic,2-4 Apr 2021,, 100.00 , 38.16 ," 19,980.00 "," 12,356.25 "," 7,623.75 ",,
989,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,L'OREAL - Big C JBP 2021 (QT21040002),L'Oreal,QT21040002,BU1A,Event,8 Apr 21,, 100.00 , 36.03 ," 19,062.00 "," 12,193.76 "," 6,868.24 ",,
990,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,MAYBELLINE - Big C JBP 2021 (QT21030153),Maybelline,QT21030153,BU1A,Event,7-8 Apr 2021,, 100.00 , 22.17 ," 18,792.00 "," 14,625.01 "," 4,166.99 ",,
991,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,MAYBELLINE - Big C JBP 2021(Additional) (QT21040001),Maybelline,QT21040001,BU1A,Event,8 Apr 21,, 100.00 , 53.68 ," 17,064.00 "," 7,904.00 "," 9,160.00 ",,
992,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,MBL&LMU booth at Sense Pinklao (QT21030154),Maybelline,QT21030154,BU1A,Logistic,8 Apr 21,, 100.00 , 57.08 ," 5,400.00 "," 2,317.92 "," 3,082.08 ",,
993,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,Transportation for pick up equipment at Tops Seacon,L'oreal,QT21050072,BU1A,Logistic,3 Jun 21,, 0.00 , 100.00 ," 1,458.00 ", 0.00 ," 1,458.00 ",,
994,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,CRV - Logistic booth รพ.รามาธิบดี,Cerave,QT21030020,BU1A,Logistic,2-8 Jul 2021,, 100.00 , 31.94 ," 2,916.00 "," 1,984.62 ", 931.38 ,,
995,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP-Logistic Booth at Medpark Hospital ,La Roche-Posay,QT21080039,BU1A,Logistic,1 Aug 21,, 100.00 , 57.04 ," 1,836.00 ", 788.75 ," 1,047.25 ",,
996,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP-Logistic Booth Rama health shop (Sep 21),La Roche-Posay,QT21070023,BU1A,Logistic,3-9 Sep 21,, 100.00 , 64.06 ," 2,916.00 "," 1,048.08 "," 1,867.92 ",,
997,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,LRP-Logistic Booth at Medpark Hospital (Dismantle),La Roche-Posay,QT21090077,BU1A,Logistic,29 Sep 21,, 100.00 , 72.77 ," 1,836.00 ", 500.00 ," 1,336.00 ",,
998,บริษัท ครีม (ประเทศไทย) จำกัด,Thailand,CRV-Logistic Booth Rama health shop (Sep 21),Cerave,QT21070024,BU1A,Logistic,24 - 30 Sep 21,, 100.00 , 90.60 ," 2,916.00 ", 274.04 ," 2,641.96 ",,
999,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC ,Lactasoy,QT21030097,BU2,Merchadiser& Ro,June  - Dec 21,, 0.00 ,, 0.00 ,,,,
1000,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC 1-15 July 21,Lactasoy,QT21030097.1,BU2,Merchadiser& Ro,1-15 July 21,มี CN คืนลูกค้า, 100.00 , 6.44 ," 884,632.45 "," 827,636.19 "," 56,996.26 ",,
1001,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC 16 July - 15 Aug 2021,Lactasoy,QT21030097.2,BU2,Merchadiser& Ro,16 July - 15 Aug 21,, 100.00 , 12.04 ," 1,923,162.98 "," 1,691,682.14 "," 231,480.84 ",,
1002,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC 16 Aug - 15 Sep 21,Lactasoy,QT21030097.3,BU2,Merchadiser& Ro,16 Aug - 15 Sep 21,, 100.00 , 10.58 ," 1,958,946.17 "," 1,751,653.08 "," 207,293.09 ",,
1003,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC 16 Sep -15 Oct 2021,Lactasoy,QT21030097.4,BU2,Merchadiser& Ro,16 Sep - 15 Oct 21,, 100.00 , 9.87 ," 1,973,746.19 "," 1,779,001.54 "," 194,744.65 ",,
1004,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC 16 Oct - 15 Nov 21,Lactasoy,QT21030097.5,BU2,Merchadiser& Ro,16 Oct - 15 Nov 21,, 100.00 , 9.58 ," 1,937,321.02 "," 1,751,742.12 "," 185,578.90 ",,
1005,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC 16 Nov - 15 Dec 21,Lactasoy,QT21030097.6,BU2,Merchadiser& Ro,16 Nov -15 Dec 21,, 100.00 , 9.48 ," 1,992,130.09 "," 1,803,341.47 "," 188,788.62 ",,
1006,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC ,Lactasoy,QT21030097.7,BU2,Merchadiser& Ro,16-31 Dec 21,, 102.45 , 5.37 ," 954,795.49 "," 903,504.53 "," 51,290.96 ",,
1008,บริษัท นมถั่วเหลือง จำกัด,Thailand,Lactasoy Merchandiser at UPC,Lactasoy,QT21120046.1,BU2,Key Account,Dec 21 - Jan 22,, 0.15 , 6.07 ," 2,269.12 "," 2,131.40 ", 137.72 ,,
1009,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Thailand,FA Thai PG 13 stores (Makro),Fathai,QT21020040,BU1B,PG & BA,26 Mar - 4 April 21,, 100.00 , 28.16 ," 80,845.00 "," 58,080.13 "," 22,764.87 ",,
1010,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Thailand,Fa Thai PG 19 Store (BIG C),Fathai,QT21030028,BU1B,PG & BA,28-30 May - 4-6 Jun 21,, 100.00 , 25.27 ," 127,100.00 "," 94,982.27 "," 32,117.73 ",,
1011,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Thailand,Fathai PC @ Makro 40 stores (BKK & UPC),Fathai,QT21110005,BU1B,PG & BA,26 Nov - 23 Dec 21,, 100.00 , 30.66 ," 371,335.00 "," 257,485.12 "," 113,849.88 ",,
1012,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Thailand,Fathai PC @ Big C 30 stores,Fathai,QT21110059,BU1B,PG & BA,"17,18,19,24,25,26,30 Dec 21- Jan 22",, 81.57 , 22.97 ," 165,359.97 "," 127,374.88 "," 37,985.09 ",,
1013,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Thailand,Fathai PC @ Lotus 50 stores,Fathai,QT21110060,BU2,PG & BA,"17,18,19,24,25,26,30 Dec 21- Jan 22",, 79.32 , 28.77 ," 272,748.29 "," 194,270.34 "," 78,477.95 ",,
1014,บริษัท หนึ่ง สอง สาม เทรดดิ้ง จำกัด,Thailand,Fathai Logistic premium,Fathai,QT21120021,BU2,Logistic,26 Dec 21,, 100.00 , 53.18 ," 29,900.00 "," 14,000.00 "," 15,900.00 ",,
1015,บริษัท ส. จำกัด (มหาชน),Thailand,Allocate and Installation Posm S.Khonkaen at Bic g C and Makro on Jan 2021,S.Khonkaen,QT20120051,BU2,Merchadiser& Ro,1-31 Jan 21,, 100.00 , 38.05 ," 22,000.00 "," 13,628.78 "," 8,371.22 ",,
1016,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean  Big C Sampling Fresh 24 - 30 Dec 20 (QT20110188),S.Khonkaen,QT20110188,BU2,PG & BA,24-30 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1017,บริษัท ส. จำกัด (มหาชน),Thailand, S.Khonkean Sampling 1 Store Makro Pattaya 16-20 Dec 20 (QT20110215),S.Khonkaen,QT20110215,BU2,PG & BA,16-20 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1018,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Sampling 5 Stores Tops 23 - 29 Dec 20 (QT20120022),S.Khonkaen,QT20120022,BU2,PG & BA,23-29 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1019,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Sampling 5 Stores Tops 18 - 20 Dec 20,S.Khonkaen,QT20120036,BU2,PG & BA,18-20 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1020,บริษัท ส. จำกัด (มหาชน),Thailand,Allocate and Installation POSM  S.Khonkaen at Tesco Lotus 259 Store on Jan 2021,S.Khonkaen,QT20110062,BU2,Merchadiser& Ro,21 Jan 24,, 100.00 , 44.70 ," 46,833.75 "," 25,900.00 "," 20,933.75 ",,
1021,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Merchandiser  (16 Feb - 15 April 21),S.Khonkaen,QT20110173,BU2,Merchadiser& Ro,16 Feb - 15 May 21,, 100.00 , 43.53 ," 841,060.00 "," 474,933.48 "," 366,126.52 ",,
1022,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Merchandiser  (16 April - 15 May 21),S.Khonkaen,QT20110173.3,BU2,Merchadiser& Ro,16 April - 15 May 21,, 100.00 , 37.82 ," 389,400.00 "," 242,140.53 "," 147,259.47 ",,
1023,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Merchandiser  (16 May - 15 June 21),S.Khonkaen,QT20110173.4,BU2,Merchadiser& Ro,16 May - 15 June 21,, 100.00 , 33.88 ," 389,400.00 "," 257,484.50 "," 131,915.50 ",,
1024,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Merchandiser 16 Jun - 15 July 2021,S.Khonkaen,QT20110173.5,BU2,Merchadiser& Ro,16 Jun - 15 July 2021,, 100.00 , 40.37 ," 389,400.00 "," 232,212.08 "," 157,187.92 ",,
1025,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Merchandiser 16 July - 15 Aug 21,S.Khonkaen,QT20110173.6,BU2,Merchadiser& Ro,16 July - 15 Aug 21,, 100.00 , 34.65 ," 389,400.00 "," 254,486.65 "," 134,913.35 ",,
1026,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkaen Sampling In-Store Makro (QT21030030),S.Khonkaen,QT21030030,BU2,PG & BA,11-17 Mar 2021,, 100.00 , 37.01 ," 41,800.00 "," 26,327.98 "," 15,472.02 ",,
1027,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkean Sampling Tops 5 Stores (QT21030107),S.Khonkaen,QT21030107,BU2,PG & BA,7-13 Apr 2021,, 100.00 , 36.50 ," 60,760.00 "," 38,583.56 "," 22,176.44 ",,
1028,บริษัท ส. จำกัด (มหาชน),Thailand,S.Khonkaen Sampling In-Store Makro (2 persons) (QT21030103),S.Khonkaen,QT21030103,BU2,PG & BA,7-16 Apr 2021,, 100.00 , 39.95 ," 27,520.00 "," 16,525.61 "," 10,994.39 ",,
