ลำดับที่,Business Unit,No.,Business Code,Status,Job,QT No.,Project Name,Client/Owner,Remark Status,Start date,End date,Year,Sale Name,Quater,Project,Project Name2,Customer Status,Brand/Product, Budget Amount ,Business Type,add by,หมวดธุรกิจ,add date,edit by,edit date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Amount,,,,,,,
1260,BU 3.2,78,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21050020.1,PG TT YOKO 2021 (May),บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-05-21,31-05-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,YOKO,,ของใช้ส่วนตัวและเวชภัณฑ์,SAEHARN,เสริมความงาม,06-05-21,WARAPHORN,07-05-21,,,,," 15,597.12 ",,,,,,,," 15,597.12 ",,,,,,,
1261,BU 3.2,79,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21050021.1,PG TT IBLANC 2021 (May),บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-05-21,31-05-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,IBLANC,,ของใช้ส่วนตัวและเวชภัณฑ์,SAEHARN,เสริมความงาม,06-05-21,WARAPHORN,07-05-21,,,,," 15,597.12 ",,,,,,,," 15,597.12 ",,,,,,,
1262,BU 2,76,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010030.4,PG cheer Girl Sensodyne Commission May 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-05-21,31-05-21,2021,Arisa Teerawudtitorn,Q2,35002021,PG cheer Girl Sensodyne Commission May 2021,Existing,Sensodyne," 34,000.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,JAGKRA,19-04-21,,,,," 37,400.00 "," (3,850.00)",,,,,,," 33,550.00 ",,,,,,,
1263,BU 2,71,4,Cancelled,PG & BA,QT20110125.2,QT Vibrosense Roadshow May 2021, Trading (Thailand) Ltd.,Cancelled,01-05-21,31-05-21,2021,Arisa Teerawudtitorn,Q2,15902021,QT Vibrosense Roadshow May 2021,Existing,Vibrosense, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ยาสามัญปรจำบ้าน,15-03-21,Arisa,20-04-21,,,,,,,,,,,,," 50,053.33 ",,,,,,,
1264,BU 2,77,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21030092.1,PG Cheer MilnutriSure ,บริษัท ดาดา (ประเทศไทย) จำกัด,Approved,01-05-21,31-07-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,MilnutriSure,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,," 2,130.63 "," 28,306.97 "," 78,202.40 ",,,,,," 108,640.00 ",,,,,,,
1265,BU 2,75,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010030.3,PG cheer Girl Sensodyne May 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-05-21,31-05-21,2021,Arisa Teerawudtitorn,Q2,34902021,PG cheer Girl Sensodyne May 2021,Existing,Sensodyne," 256,843.99 ",ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,JAGKRA,19-04-21,,,,," 333,722.00 ",,,,,,,," 333,722.00 ",,,,,,,
1266,BU 2,70,4,Cancelled,PG & BA,QT20110031.3,PG Victory 2021 May,บริษัท แปรงสีฟัน จำกัด,Cancelled,01-05-21,30-05-21,2021,Arisa Teerawudtitorn,Q2,26902021,PG Victory 2021 May,Existing,Victory, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,10-02-21,Arisa,22-04-21,,,,,,,,,,,,," 367,828.00 ",,,,,,,
1267,BU 2,74,4,Cancelled,PG & BA,QT21010025,Tasto Booth activation at 7-11 & Mini Big C,BJ Public Company Limited,Cancelled,01-05-21,31-07-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,Tasto, 0.00 ,อาหารและเครื่องดื่ม,WARAPHORN,อาหาร,05-01-21,WARAPHORN,26-01-21,,,,,,,,,,,,," 467,280.15 ",,,,,,,
1268,BU 2,56,4,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,PG & BA,QT20120017,Vixol Household @GT 20 Stores,"One Co.,Ltd",Approved,01-05-21,27-03-22,2021,Arisa Teerawudtitorn,Q2,92872019,Vixol Household @GT 20 Stores Apr - May 2021,Existing,Vixol ," 270,146.06 ",ของใช้ในครัวเรือนและสำนักงาน,MANIS,ทำความสะอาดห้องน้ำ,10-12-20,Arisa,23-04-21,,,,," 231,963.54 ",,,,,,,," 467,824.00 ",,,,,,,
1269,BU 2,83,4,Cancelled,PG & BA,QT21040039,POS : Big C (SPHP) 151 Stores,บริษัท เอฟเอฟยู จำกัด,Cancelled,06-05-21,23-05-21,2021,Arisa Teerawudtitorn,Q2,,,New,Magnolia Ice cream, 0.00 ,อาหารและเครื่องดื่ม,KANNAPAT,อาหาร,27-04-21,Arisa,29-04-21,,,,,,,,,,,,," 41,525.00 ",,,,,,,
1270,BU 2,85,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21010083.2,Fuburg Merchandiser 2021 (Share Service) May,"FF  Industrial (Thailand) Co., Ltd.",Approved,19-05-21,18-06-21,2021,Arisa Teerawudtitorn,Q2,,,New,Multi brand, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,JIRAPIN,ผ้าอ้อม,17-03-21,WARAPHORN,29-04-21,,,,," 78,698.85 "," 31,301.15 ",,,,,,," 110,000.00 ",,,,,,,
1271,BU 2,84,4,Cancelled,PG & BA,QT21010097.3,Theppadungporn Coconut @TT 12 Stores (Operation) May - June,บริษัท เทพมะพร้าว จำกัด,Cancelled,19-05-21,27-06-21,2021,Arisa Teerawudtitorn,Q2,32902021,Theppadungporn Coconut @TT 12 Stores (Operation) May,New,Theppadungporn Coconut, 0.00 ,อาหารและเครื่องดื่ม,WARAPHORN,อาหาร,10-02-21,Arisa,22-04-21,,,,,,,,,,,,," 354,329.20 ",,,,,,,
1272,BU 2,87,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050043,Additional Post fee Sensodyne,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,21-05-21,21-05-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,Sensodyne,,ของใช้ส่วนตัวและเวชภัณฑ์,,ดูแลช่องปาก,,,,,,,," 2,468.40 ",,,,,,,," 2,468.40 ",,,,,,,
1273,BU 2,102,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21040009,Chabaa Merchandiser2021 (Share Service),บริษัท บางกอก จำกัด,Approved,01-06-21,30-11-21,2021,Arisa Teerawudtitorn,Q2,,,New,Chabaa, 0.00 ,อาหารและเครื่องดื่ม,Arisa,เครื่องดื่ม,06-04-21,Arisa,23-04-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1274,BU 2,95,4,Cancelled,PG & BA,QT21070021,Smooth E (Additional Commission for PC MT&TT @June 2021),บริษัท สยาม กรุ๊ป จำกัด ,Cancelled,01-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,,,,,,," 8,100.00 ",,,,,,,
1275,BU 3.2,98,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21050021.2,PG TT IBLANC 2021 (June),บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,IBLANC,,ของใช้ส่วนตัวและเวชภัณฑ์,SAEHARN,เสริมความงาม,06-05-21,WARAPHORN,07-05-21,,,,,," 14,736.96 ",,,,,,," 14,736.96 ",,,,,,,
1276,BU 3.2,97,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21050020.2,PG TT YOKO 2021  (June),บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,YOKO,,ของใช้ส่วนตัวและเวชภัณฑ์,SAEHARN,เสริมความงาม,06-05-21,WARAPHORN,07-05-21,,,,,," 17,536.96 ",,,,,,," 17,536.96 ",,,,,,,
1277,BU 2,100,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21060043,Smooth E CVS Commission Project Sukiri (May),บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,," 36,180.00 ",,,,,,," 36,180.00 ",,,,,,,
1278,BU 2,90,4,Cancelled,PG & BA,QT20110125.3,QT Vibrosense Roadshow June 2021, Trading (Thailand) Ltd.,Cancelled,01-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,16002021,QT Vibrosense Roadshow June 2021,Existing,Vibrosense, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ยาสามัญปรจำบ้าน,15-03-21,Arisa,20-04-21,,,,,,,,,,,,," 50,053.33 ",,,,,,,
1279,BU 2,94,5,Cancelled,Merchandiser & RO,QT21050018,Chabaa Merchandiser (Foodland & Themall),บริษัท บางกอก จำกัด,Cancelled,01-06-21,31-08-22,2021,Arisa Teerawudtitorn,Q2,,,New,Chabaa,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,23-04-21,Arisa,,,,,,,,,,,,,," 183,298.50 ",,,,,,,
1280,BU 2,96,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21040009.1,Chabaa Merchandiser (Share Service) Jun 21,บริษัท บางกอก จำกัด,Approved,01-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,,,New,Chabaa,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,," 256,135.00 ",,,,,,," 256,135.00 ",,,,,,,
1281,BU 2,89,4,Cancelled,PG & BA,QT20110031.4,PG Victory 2021 Jun,บริษัท แปรงสีฟัน จำกัด,Cancelled,01-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,27002021,PG Victory 2021 Jun,Existing,Victory, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,10-02-21,WARAPHORN,23-02-21,,,,,,,,,,,,," 342,068.00 ",,,,,,,
1282,BU 2,93,5,Cancelled,Merchandiser & RO,QT21030125,S.Khonkean Merchadiser Makro BKK (3 mth),บริษัท ส. จำกัด (มหาชน),Cancelled,01-06-21,31-08-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,S.Khonkaen, 0.00 ,อาหารและเครื่องดื่ม,KANNAPAT,อาหาร,25-03-21,Arisa,06-04-21,,,,,,,,,,,,," 580,745.00 ",,,,,,,
1283,BU 2,103,4,Cancelled,PG & BA,QT21050053,PC S.Khonkaen @Lotus's,บริษัท ส. จำกัด (มหาชน),Cancelled,03-06-21,06-06-21,2021,Arisa Teerawudtitorn,Q2,,,,S.Khonkaen,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,,,,,,," 46,256.00 ",,,,,,,
1284,BU 2,105,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21060020,Additional PC Kaijae Rice (ตลาดนัดเอกสินชล),บริษัท สุนทร จำกัด,Approved,13-06-21,20-06-21,2021,Arisa Teerawudtitorn,Q2,,,,Kaijae Rice,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,," 2,640.00 ",,,,,,," 2,640.00 ",,,,,,,
1285,BU 2,104,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21060007,PC Kaijae Rice (ตลาดนัดเอกสินชล),บริษัท สุนทร จำกัด,Approved,13-06-21,20-06-21,2021,Arisa Teerawudtitorn,Q2,,,New,Kaijae Rice,,อาหารและเครื่องดื่ม,SAEHARN,อาหาร,03-06-21,SAEHARN,04-06-21,,,,,," 4,950.00 ",,,,,,," 4,950.00 ",,,,,,,
1286,BU 2,106,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21020048.7,Smooth E (Additional Transportation & OT for PC TT) 15-30 Jun 2021,บริษัท สยาม กรุ๊ป จำกัด ,Approved,16-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,46202021,Smooth E (Additional Transportation & OT for PC TT) 15-30 Jun 2021,Existing,Smooth E," 22,300.00 ",ของใช้ส่วนตัวและเวชภัณฑ์,NATTANICH,เวชสำอางค์,14-06-21,NATTANICH,14-07-21,,,,,," 9,820.00 ", (100.00),,,,,," 9,720.00 ",,,,,,,
1287,BU 2,107,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21010083.3,Fuburg Merchandiser 2021 (Share Service) Jun,"FF  Industrial (Thailand) Co., Ltd.",Approved,19-06-21,18-07-21,2021,Arisa Teerawudtitorn,Q2,,,New,Multi brand, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,JIRAPIN,ผ้าอ้อม,17-03-21,Arisa,27-04-21,,,,,," 81,715.28 "," 28,284.72 ",,,,,," 110,000.00 ",,,,,,,
1288,BU 3.2,108,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060041,Additional Cost for Special I.P. One,"One Co.,Ltd",Approved,23-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,,,,I.P. One,,ของใช้ในครัวเรือนและสำนักงาน,,ทำความสะอาดห้องน้ำ,,,,,,,,,," 67,573.68 ",,,,,," 67,573.68 ",,,,,,,
1289,BU 2,109,4,Cancelled,PG & BA,QT20110125,QT Vibrosense Roadshow (Pure Project J21), Trading (Thailand) Ltd.,Cancelled,25-06-21,27-06-21,2021,Arisa Teerawudtitorn,Q2,,,Existing,Vibrosense , 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,NATTANICH,ยาสามัญปรจำบ้าน,17-11-20,Arisa,27-04-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1290,BU 2,110,4,Cancelled,PG & BA,QT20110125.1,QT Vibrosense Roadshow JUNE, Trading (Thailand) Ltd.,Cancelled,25-06-21,27-06-21,2021,Arisa Teerawudtitorn,Q2,12612021,QT Vibrosense Roadshow April 2021,Existing,Vibrosense ," 36,832.35 ",ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ยาสามัญปรจำบ้าน,15-03-21,Arisa,23-04-21,,,,,,,,,,,,," 51,331.50 ",,,,,,,
1291,BU 2,111,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21060064,GSK Additional Cost (3 Day),บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,28-06-21,30-06-21,2021,Arisa Teerawudtitorn,Q2,,,,GSK,,ของใช้ส่วนตัวและเวชภัณฑ์,,อาหารเสริม,,,,,,,,," 4,180.00 ",,,,,,," 4,180.00 ",,,,,,,
1292,BU 2,113,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010031,PG cheer Girl Sensodyne (Jul - Sep 2021),บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-07-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Sensodyne, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1293,BU 2,118,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21030092,PG Cheer MilnutriSure ,บริษัท ดาดา (ประเทศไทย) จำกัด,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,MilnutriSure, 0.00 ,อาหารและเครื่องดื่ม,Chayapa,เครื่องดื่ม,17-03-21,Arisa,27-04-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1294,BU 3.2,123,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060061,PG TT YOKO JUL-SEP 2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-07-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,YOKO,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1295,BU 3.2,125,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060062,PG TT IBLANC JUL-SEP 2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-07-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,IBLANC,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1296,BU 2,127,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21070011,Smooth E Additional Transportation & OT for PC TT (July-Sep) ,บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-07-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1297,BU 2,134,4,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,PG & BA,QT21010033,PG GSK PERMANENT,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Got PO,01-07-21,30-06-22,2021,Arisa Teerawudtitorn,Q3,,,Existing,GSK, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,อาหารเสริม,06-01-21,Arisa,30-03-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1298,BU 2,135,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchandiser & RO,QT21010050,Fuburg Merchandiser 2021 (Dedicated),"FF  Industrial (Thailand) Co., Ltd.",Approved,01-07-21,24-04-22,2021,Arisa Teerawudtitorn,Q3,,,New,Multi brand, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ผ้าอ้อม,11-01-21,Arisa,27-04-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1299,BU 2,137,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchandiser & RO,QT21050050,Smooth E Merchandiser Nationwide CVS Program ( 1 Jul 21 -31 Jan 22),บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-07-21,31-01-22,2021,Arisa Teerawudtitorn,Q3,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,KANNAPAT,เวชสำอางค์,25-03-21,KANNAPAT,25-03-21,,,,,,,,,,,,, 0.00 ,,,,,,,
1300,BU 2,130,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21070044,GSK Gift Set for PC Covid Quarantine,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-07-21,08-08-21,2021,Arisa Teerawudtitorn,Q3,,,,GSK,,ของใช้ส่วนตัวและเวชภัณฑ์,,อาหารเสริม,,,,,,,,,,," 1,320.00 ",,,,," 1,320.00 ",,,,,,,
1301,BU 2,132,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21080030,Smooth E (Additional Commission for PC MT&TT @Jul 2021),บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,," 3,240.00 ",,,,," 3,240.00 ",,,,,,,
1302,BU 2,133,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21090003,Smooth E Special Incentive CVS,บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,," 3,240.00 ",,,,,," 3,240.00 ",,,,,,,
1303,BU 3.2,124,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060061.1,PG TT YOKO JUL  2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,,YOKO,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,," 14,952.00 ",,,,,," 14,952.00 ",,,,,,,
1304,BU 3.2,126,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060062.1,PG TT IBLANC JUL 2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,,IBLANC,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,," 14,952.00 ",,,,,," 14,952.00 ",,,,,,,
1305,BU 2,128,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21070011.1,Smooth E Additional Transportation & OT for PC TT (July) ,บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,," 20,906.00 ",,,,," 22,680.00 ",,,,,,,
1306,BU 2,131,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21080014,Vape one push PG commission July 2021,บริษัท เอฟเอ็ม จำกัด,Awarded & Waiting PO ,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,,VAPE ONE PUSH,,ของใช้ในครัวเรือนและสำนักงาน,,กำจัดแมลง,,,,,,,,,,," 31,165.00 ",,,,," 27,100.00 ",,,,,,,
1307,BU 2,115,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010031.2,PG cheer Girl Sensodyne Commission Jul 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Sensodyne, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,WARAPHORN,06-01-21,,,,,,," 37,400.00 "," (8,250.00)",,,,," 29,150.00 ",,,,,,,
1308,BU 2,136,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21010050.1,Fuburg Merchandiser (Dedicated)  ,"FF  Industrial (Thailand) Co., Ltd.",Approved,01-07-21,15-12-21,2021,Arisa Teerawudtitorn,Q3,,,,Multi brand,,ของใช้ส่วนตัวและเวชภัณฑ์,,ผ้าอ้อม,,,,,,," 46,304.69 "," 14,405.76 ",," 8,917.38 ",,,,,," 69,627.83 ",,,,,,,
1309,BU 1.2,122,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21060006,Thai Wah premium promotion 35 Stores TT (Soy Oil),TW Public Company Limited,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,New,THAI WAH,,อาหารและเครื่องดื่ม,KANNAPAT,อาหาร,02-06-21,KANNAPAT,04-06-21,,,,,," 47,654.71 "," 77,195.74 ",,,,,," 124,850.45 ",,,,,,,
1310,BU 2,116,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010033.1,PG GSK PERMANENT 1 - 15 Jul 21,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Got PO,01-07-21,15-07-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,GSK, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,อาหารเสริม,06-01-21,Arisa,30-03-21,,,,,," 9,472.90 "," 252,871.60 ",,,,,," 262,344.50 ",,,,,,,
1311,BU 1.2,119,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21040009.2,Chabaa Merchandiser (Share Service) Jul 21,บริษัท บางกอก จำกัด,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,New,Chabaa,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,,," 276,485.00 "," (3,575.00)",,,,," 272,910.00 ",,,,,,,
1312,BU 2,114,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010031.1,PG cheer Girl Sensodyne Jul 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Sensodyne, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,,,,,,,,," 331,108.87 ",,,,,," 331,108.87 ",,,,,,,
1313,BU 2,117,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010033.3,Commission PG GSK Permanent on July 21,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Got PO,01-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,GSK, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,อาหารเสริม,06-01-21,Arisa,30-03-21,,,,,,," 657,153.20 ", (704.00),,,,," 656,449.00 ",,,,,,,
1314,BU 2,120,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21050050.1,Smooth E Merchandiser Nationwide CVS Program (1-15 Jul 21),บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-07-21,15-07-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,KANNAPAT,เวชสำอางค์,25-03-21,KANNAPAT,25-03-21,,,,,,," 914,220.00 ",,,,,," 914,220.00 ",,,,,,,
1315,BU 2,121,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050051.1,Smooth E BA + MT Merchandise (1- 15 Jul 21),บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-07-21,15-07-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,KANNAPAT,เวชสำอางค์,25-03-21,,,,,,,,," 976,051.14 ",,,,,," 976,051.14 ",,,,,,,
1316,BU 2,112,4,Cancelled,PG & BA,QT21030036,"Additional PC Vixol @ MT, GT","One Co.,Ltd",Cancelled,01-07-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Vixol, 0.00 ,ของใช้ในครัวเรือนและสำนักงาน,KANNAPAT,ทำความสะอาดห้องน้ำ,09-03-21,JAGKRA,17-03-21,,,,,,,,,,,,," 987,056.00 ",,,,,,,
